    2    0.40931E+03    0.19859E+03    0.93201E+02
    3    0.45721E+03    0.22371E+03    0.66587E+02
    4    0.45020E+03    0.23742E+03    0.52086E+02
    5    0.42174E+03    0.25270E+03    0.40985E+02
    6    0.38580E+03    0.27457E+03    0.33062E+02
    7    0.35603E+03    0.29978E+03    0.28273E+02
    8    0.34069E+03    0.32675E+03    0.27129E+02
    9    0.34504E+03    0.36330E+03    0.28091E+02
   10    0.36688E+03    0.41742E+03    0.29817E+02
   11    0.39752E+03    0.48681E+03    0.31019E+02
   12    0.43423E+03    0.56354E+03    0.30760E+02
   13    0.47551E+03    0.64048E+03    0.28550E+02
   14    0.51711E+03    0.71687E+03    0.25243E+02
   15    0.55408E+03    0.79352E+03    0.22031E+02
   16    0.58254E+03    0.87089E+03    0.19871E+02
   17    0.60283E+03    0.94796E+03    0.18778E+02
   18    0.61632E+03    0.10233E+04    0.18533E+02
   19    0.62442E+03    0.10956E+04    0.18916E+02
   20    0.62851E+03    0.11634E+04    0.19707E+02
   21    0.62977E+03    0.12256E+04    0.20721E+02
   22    0.62854E+03    0.12818E+04    0.21902E+02
   23    0.62495E+03    0.13320E+04    0.23228E+02
   24    0.61915E+03    0.13762E+04    0.24678E+02
   25    0.61126E+03    0.14142E+04    0.26230E+02
   26    0.60141E+03    0.14461E+04    0.27863E+02
   27    0.58974E+03    0.14716E+04    0.29555E+02
   28    0.57638E+03    0.14909E+04    0.31284E+02
   29    0.56147E+03    0.15037E+04    0.33028E+02
   30    0.54513E+03    0.15101E+04    0.34766E+02
   31    0.52757E+03    0.15100E+04    0.36478E+02
   32    0.50934E+03    0.15043E+04    0.38149E+02
   33    0.49105E+03    0.14938E+04    0.39767E+02
   34    0.47330E+03    0.14793E+04    0.41321E+02
   35    0.45672E+03    0.14617E+04    0.42797E+02
   36    0.44191E+03    0.14419E+04    0.44183E+02
   37    0.42948E+03    0.14207E+04    0.45468E+02
   38    0.42006E+03    0.13989E+04    0.46638E+02
   39    0.41425E+03    0.13774E+04    0.47681E+02
   40    0.41267E+03    0.13571E+04    0.48584E+02
   41    0.41573E+03    0.13387E+04    0.49342E+02
   42    0.42307E+03    0.13220E+04    0.49963E+02
   43    0.43413E+03    0.13069E+04    0.50465E+02
   44    0.44835E+03    0.12931E+04    0.50862E+02
   45    0.46516E+03    0.12804E+04    0.51172E+02
   46    0.48401E+03    0.12686E+04    0.51409E+02
   47    0.50433E+03    0.12574E+04    0.51590E+02
   48    0.52556E+03    0.12465E+04    0.51731E+02
   49    0.54715E+03    0.12358E+04    0.51847E+02
   50    0.56852E+03    0.12250E+04    0.51954E+02
   51    0.58924E+03    0.12140E+04    0.52066E+02
   52    0.60933E+03    0.12027E+04    0.52191E+02
   53    0.62894E+03    0.11913E+04    0.52335E+02
   54    0.64821E+03    0.11798E+04    0.52503E+02
   55    0.66729E+03    0.11683E+04    0.52701E+02
   56    0.68631E+03    0.11570E+04    0.52936E+02
   57    0.70542E+03    0.11459E+04    0.53212E+02
   58    0.72477E+03    0.11351E+04    0.53535E+02
   59    0.74449E+03    0.11247E+04    0.53912E+02
   60    0.76474E+03    0.11147E+04    0.54348E+02
   61    0.78562E+03    0.11054E+04    0.54846E+02
   62    0.80709E+03    0.10966E+04    0.55395E+02
   63    0.82906E+03    0.10884E+04    0.55983E+02
   64    0.85147E+03    0.10809E+04    0.56595E+02
   65    0.87423E+03    0.10741E+04    0.57219E+02
   66    0.89727E+03    0.10679E+04    0.57841E+02
   67    0.92050E+03    0.10624E+04    0.58448E+02
   68    0.94385E+03    0.10577E+04    0.59026E+02
   69    0.96724E+03    0.10537E+04    0.59562E+02
   70    0.99059E+03    0.10504E+04    0.60042E+02
   71    0.10138E+04    0.10480E+04    0.60458E+02
   72    0.10367E+04    0.10463E+04    0.60811E+02
   73    0.10590E+04    0.10454E+04    0.61109E+02
   74    0.10805E+04    0.10452E+04    0.61359E+02
   75    0.11010E+04    0.10456E+04    0.61568E+02
   76    0.11203E+04    0.10468E+04    0.61742E+02
   77    0.11381E+04    0.10487E+04    0.61888E+02
   78    0.11543E+04    0.10511E+04    0.62013E+02
   79    0.11685E+04    0.10542E+04    0.62123E+02
   80    0.11806E+04    0.10579E+04    0.62227E+02
   81    0.11904E+04    0.10622E+04    0.62330E+02
   82    0.11981E+04    0.10667E+04    0.62438E+02
   83    0.12039E+04    0.10714E+04    0.62557E+02
   84    0.12079E+04    0.10760E+04    0.62692E+02
   85    0.12104E+04    0.10802E+04    0.62850E+02
   86    0.12116E+04    0.10839E+04    0.63037E+02
   87    0.12118E+04    0.10867E+04    0.63257E+02
   88    0.12110E+04    0.10885E+04    0.63518E+02
   89    0.12096E+04    0.10890E+04    0.63823E+02
   90    0.12077E+04    0.10880E+04    0.64180E+02
   91    0.12055E+04    0.10854E+04    0.64593E+02
   92    0.12032E+04    0.10811E+04    0.65056E+02
   93    0.12007E+04    0.10755E+04    0.65564E+02
   94    0.11981E+04    0.10686E+04    0.66112E+02
   95    0.11956E+04    0.10607E+04    0.66693E+02
   96    0.11930E+04    0.10519E+04    0.67301E+02
   97    0.11906E+04    0.10423E+04    0.67931E+02
   98    0.11883E+04    0.10322E+04    0.68576E+02
   99    0.11863E+04    0.10217E+04    0.69230E+02
  100    0.11845E+04    0.10110E+04    0.69888E+02
  101    0.11831E+04    0.10002E+04    0.70544E+02
  102    0.11821E+04    0.98956E+03    0.71191E+02
  103    0.11815E+04    0.97919E+03    0.71823E+02
  104    0.11815E+04    0.96927E+03    0.72436E+02
  105    0.11820E+04    0.95997E+03    0.73022E+02
  106    0.11832E+04    0.95146E+03    0.73576E+02
  107    0.11850E+04    0.94391E+03    0.74092E+02
  108    0.11877E+04    0.93749E+03    0.74564E+02
  109    0.11911E+04    0.93236E+03    0.74985E+02
  110    0.11954E+04    0.92870E+03    0.75351E+02
  111    0.12006E+04    0.92663E+03    0.75656E+02
  112    0.12066E+04    0.92609E+03    0.75901E+02
  113    0.12133E+04    0.92699E+03    0.76087E+02
  114    0.12206E+04    0.92924E+03    0.76218E+02
  115    0.12284E+04    0.93274E+03    0.76293E+02
  116    0.12365E+04    0.93738E+03    0.76317E+02
  117    0.12449E+04    0.94309E+03    0.76290E+02
